Basic,Basic,Basic,Basic,InitInfoFun,InitInfoFun,InitInfoFun,InitInfoFun,UartPortFun,UartComFun,UartComFun,UartComFun,UartComFun,UartComFun,InitInfoFun,CutOutFun,InitInfoFun,JudgeFun,JudgeFun,JudgeFun,JudgeFun,SleepFun,CanFun,CanFun,CanFun,CanFun,CanFun,CanFun,CanFun,CanFun
DC,imu_test-gforce-samples,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,imu_test-gforce-samples,JudgeFun,TRUE,,,,,,,,,,,s2,,,NUMBER,NA,NA,,,,,,,,,,
DC,imu_test-gforce-samples,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,imu_test-gyro-1,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,imu_test-gyro-1,JudgeFun,TRUE,,,,,,,,,,,s3,,,NUMBER,5,-5,,,,,,,,,,
DC,imu_test-gyro-1,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,imu_test-gyro-2,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,imu_test-gyro-2,JudgeFun,TRUE,,,,,,,,,,,s4,,,NUMBER,5,-5,,,,,,,,,,
DC,imu_test-gyro-2,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,imu_test-gyro-3,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,imu_test-gyro-3,JudgeFun,TRUE,,,,,,,,,,,s5,,,NUMBER,5,-5,,,,,,,,,,
DC,imu_test-gyro-3,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,imu_test-gyro-samples,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,imu_test-gyro-samples,JudgeFun,TRUE,,,,,,,,,,,s6,,,NUMBER,NA,NA,,,,,,,,,,
DC,imu_test-gyro-samples,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,BLE signal quality-signal-TX,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,BLE signal quality-signal-TX,CutOutFun,TRUE,,,,,,,,,,,*s_SN,main:Enable_BLE_DTM_mode,fre:signal,,,,,,,,,,,,,
DC,BLE signal quality-signal-TX,JudgeFun,TRUE,,,,,,,,,,,signal,,,NUMBER,-10,-25,,,,,,,,,,
DC,BLE signal quality-signal-TX,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,BLE signal quality-signal-RX,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,BLE signal quality-signal-RX,CutOutFun,TRUE,,,,,,,,,,,*s_SN,main:Enable_BLE_DTM_mode_RX,fre:signal,,,,,,,,,,,,,
DC,BLE signal quality-signal-RX,JudgeFun,TRUE,,,,,,,,,,,signal,,,NUMBER,-10,-30,,,,,,,,,,
DC,BLE signal quality-signal-RX,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-r-ON,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-r-ON,CutOutFun,TRUE,,,,,,,,,,,1:r:1,main:led_switch,s,,,,,,,,,,,,,
DC, LED1 in colors-r-ON,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED1 in colors-r-ON,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-red-R,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-red-R,CutOutFun,TRUE,,,,,,,,,,,01,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED1 in colors-red-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,255,220,,,,,,,,,,
DC, LED1 in colors-red-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-red-G,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-red-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,50,0,,,,,,,,,,
DC, LED1 in colors-red-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-red-B,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-red-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,10,0,,,,,,,,,,
DC, LED1 in colors-red-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-r-OFF,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-r-OFF,CutOutFun,TRUE,,,,,,,,,,,1:r:0,main:led_switch,s,,,,,,,,,,,,,
DC, LED1 in colors-r-OFF,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED1 in colors-r-OFF,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-red-R,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-red-R,CutOutFun,TRUE,,,,,,,,,,,01,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED1 in colors-red-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-red-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-red-G,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-red-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-red-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-red-B,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-red-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-red-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-g-ON,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-g-ON,CutOutFun,TRUE,,,,,,,,,,,1:g:1,main:led_switch,s,,,,,,,,,,,,,
DC, LED1 in colors-g-ON,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED1 in colors-g-ON,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-green-R,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-green-R,CutOutFun,TRUE,,,,,,,,,,,01,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED1 in colors-green-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,20,0,,,,,,,,,,
DC, LED1 in colors-green-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-green-G,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-green-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,255,220,,,,,,,,,,
DC, LED1 in colors-green-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-green-B,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-green-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,50,0,,,,,,,,,,
DC, LED1 in colors-green-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-g-OFF,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-g-OFF,CutOutFun,TRUE,,,,,,,,,,,1:g:0,main:led_switch,s,,,,,,,,,,,,,
DC, LED1 in colors-g-OFF,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED1 in colors-g-OFF,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-green-R,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-green-R,CutOutFun,TRUE,,,,,,,,,,,01,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED1 in colors-green-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-green-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-green-G,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-green-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-green-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-green-B,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-green-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-green-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-b-ON,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-b-ON,CutOutFun,TRUE,,,,,,,,,,,1:b:1,main:led_switch,s,,,,,,,,,,,,,
DC, LED1 in colors-b-ON,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED1 in colors-b-ON,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-blue-R,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-blue-R,CutOutFun,TRUE,,,,,,,,,,,01,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED1 in colors-blue-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,10,0,,,,,,,,,,
DC, LED1 in colors-blue-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-blue-G,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-blue-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,20,0,,,,,,,,,,
DC, LED1 in colors-blue-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-blue-B,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-blue-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,255,230,,,,,,,,,,
DC, LED1 in colors-blue-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-b-OFF,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-b-OFF,CutOutFun,TRUE,,,,,,,,,,,1:b:0,main:led_switch,s,,,,,,,,,,,,,
DC, LED1 in colors-b-OFF,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED1 in colors-b-OFF,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-blue-R,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-blue-R,CutOutFun,TRUE,,,,,,,,,,,01,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED1 in colors-blue-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-blue-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-blue-G,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-blue-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-blue-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED1 in colors-blue-B,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED1 in colors-blue-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,0,0,,,,,,,,,,
DC, LED1 in colors-blue-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-r-ON,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-r-ON,CutOutFun,TRUE,,,,,,,,,,,2:r:1,main:led_switch,s,,,,,,,,,,,,,
DC, LED2 in colors-r-ON,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED2 in colors-r-ON,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-red-R,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-red-R,CutOutFun,TRUE,,,,,,,,,,,02,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED2 in colors-red-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,255,245,,,,,,,,,,
DC, LED2 in colors-red-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-red-G,InitInfoFun,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-red-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,10,0,,,,,,,,,,
DC, LED2 in colors-red-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-red-B,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-red-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,10,0,,,,,,,,,,
DC, LED2 in colors-red-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-r-OFF,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-r-OFF,CutOutFun,TRUE,,,,,,,,,,,2:r:0,main:led_switch,s,,,,,,,,,,,,,
DC, LED2 in colors-r-OFF,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED2 in colors-r-OFF,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-red-R,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-red-R,CutOutFun,TRUE,,,,,,,,,,,02,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED2 in colors-red-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-red-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-red-G,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-red-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-red-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-red-B,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-red-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-red-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-g-ON,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-g-ON,CutOutFun,TRUE,,,,,,,,,,,2:g:1,main:led_switch,s,,,,,,,,,,,,,
DC, LED2 in colors-g-ON,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED2 in colors-g-ON,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-green-R,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-green-R,CutOutFun,TRUE,,,,,,,,,,,02,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED2 in colors-green-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,10,0,,,,,,,,,,
DC, LED2 in colors-green-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-green-G,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-green-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,255,230,,,,,,,,,,
DC, LED2 in colors-green-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-green-B,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-green-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,20,0,,,,,,,,,,
DC, LED2 in colors-green-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-g-OFF,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-g-OFF,CutOutFun,TRUE,,,,,,,,,,,2:g:0,main:led_switch,s,,,,,,,,,,,,,
DC, LED2 in colors-g-OFF,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED2 in colors-g-OFF,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-green-R,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-green-R,CutOutFun,TRUE,,,,,,,,,,,02,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED2 in colors-green-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-green-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-green-G,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-green-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-green-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-green-B,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-green-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-green-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-b-ON,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-b-ON,CutOutFun,TRUE,,,,,,,,,,,2:b:1,main:led_switch,s,,,,,,,,,,,,,
DC, LED2 in colors-b-ON,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED2 in colors-b-ON,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-blue-R,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-blue-R,CutOutFun,TRUE,,,,,,,,,,,02,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED2 in colors-blue-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,50,0,,,,,,,,,,
DC, LED2 in colors-blue-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-blue-G,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-blue-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,50,0,,,,,,,,,,
DC, LED2 in colors-blue-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-blue-B,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-blue-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,255,230,,,,,,,,,,
DC, LED2 in colors-blue-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-b-OFF,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-b-OFF,CutOutFun,TRUE,,,,,,,,,,,2:b:0,main:led_switch,s,,,,,,,,,,,,,
DC, LED2 in colors-b-OFF,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC, LED2 in colors-b-OFF,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-blue-R,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-blue-R,CutOutFun,TRUE,,,,,,,,,,,02,main:capture_color,r:g:b,,,,,,,,,,,,,
DC, LED2 in colors-blue-R,JudgeFun,TRUE,,,,,,,,,,,r,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-blue-R,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-blue-G,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-blue-G,JudgeFun,TRUE,,,,,,,,,,,g,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-blue-G,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC, LED2 in colors-blue-B,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC, LED2 in colors-blue-B,JudgeFun,TRUE,,,,,,,,,,,b,,,NUMBER,0,0,,,,,,,,,,
DC, LED2 in colors-blue-B,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,get_rs485_send,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,get_rs485_send,CutOutFun,TRUE,,,,,,,,,,,*s_SN,main:rs485_send,s,,,,,,,,,,,,,
DC,get_rs485_send,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC,get_rs485_send,SleepFun,TRUE,,,,,,,,,,,,,,,,,,500,,,,,,,,
DC,get_rs485_receive,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,get_rs485_receive,CutOutFun,TRUE,,,,,,,,,,,*s_SN,main:rs485_receive,s,,,,,,,,,,,,,
DC,get_rs485_receive,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC,get_rs485_receive,SleepFun,TRUE,,,,,,,,,,,,,,,,,,500,,,,,,,,
DC,SDRAM memset,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,SDRAM memset,CutOutFun,TRUE,,,,,,,,,,,*s_SN,main:sdram_test,memset:memcpy:memcmp,,,,,,,,,,,,,
DC,SDRAM memset,JudgeFun,TRUE,,,,,,,,,,,memset,,,NUMBER,291,280,,,,,,,,,,
DC,SDRAM memset,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,SDRAM memcpy,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,SDRAM memcpy,JudgeFun,TRUE,,,,,,,,,,,memcpy,,,NUMBER,200,170,,,,,,,,,,
DC,SDRAM memcpy,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,SDRAM memcmp,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,SDRAM memcmp,JudgeFun,TRUE,,,,,,,,,,,memcmp,,,NUMBER,50,40,,,,,,,,,,
DC,SDRAM memcmp,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,PHY chip ID,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,PHY chip ID,CutOutFun,TRUE,,,,,,,,,,,*s_SN,main:phy_devid,phyid,,,,,,,,,,,,,
DC,PHY chip ID,JudgeFun,TRUE,,,,,,,,,,,phyid,,,STRING,0x4249,0x4249,,,,,,,,,,
DC,PHY chip ID,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,phy_test,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,phy_test,CutOutFun,TRUE,,,,,,,,,,,*s_SN,main:phy_test,s,,,,,,,,,,,,,
DC,phy_test,JudgeFun,TRUE,,,,,,,,,,,s,,,STRING,ok,ok,,,,,,,,,,
DC,phy_test,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,STM is properly enumarated with a computer,InitInfoFun,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,STM is properly enumarated with a computer,CutOutFun,FALSE,,,,,,,,,,,*s_SN,main:phy_test,s,,,,,,,,,,,,,
DC,STM is properly enumarated with a computer,JudgeFun,FALSE,,,,,,,,,,,memset,,,STRING,ok,ok,,,,,,,,,,
DC,STM is properly enumarated with a computer,SleepFun,FALSE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,Active CURRENT,InitInfoFun,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
DC,Active CURRENT,CutOutFun,TRUE,,,,,,,,,,,1,main:TEST_NEG_6V,s,,,,,,,,,,,,,
DC,Active CURRENT,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,Active CURRENT,CutOutFun,TRUE,,,,,,,,,,,*s_SN,main:set_iso_3v3_en,s,,,,,,,,,,,,,
DC,Active CURRENT,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,Active CURRENT,CutOutFun,TRUE,,,,,,,,,,,1,main:TEST_HV_FES,s,,,,,,,,,,,,,
DC,Active CURRENT,SleepFun,TRUE,,,,,,,,,,,,,,,,,,500,,,,,,,,
DC,Active CURRENT,CutOutFun,TRUE,,,,,,,,,,,*battery,main:measure_current_active,s,,,,,,,,,,,,,
DC,Active CURRENT,JudgeFun,TRUE,,,,,,,,,,,s,,,NUMBER,0.05,0.01,A,,,,,,,,,
DC,Active CURRENT,SleepFun,TRUE,,,,,,,,,,,,,,,,,,1000,,,,,,,,
DC,power off ACTION,InitInfoFun,TRUE,FALSE,,,,,,Lock,,,,,,,,,,,,,,,,,,,
DC,power off ACTION,CutOutFun,TRUE,,,,,,,,,,,*battery,main:power_off,s,,,,,,,,,,,,,
DC,power off ACTION,SleepFun,TRUE,,,,,,,,,,,,,,,,,,200,,,,,,,,
DC,power off ACTION,CutOutFun,TRUE,,,,,,,,,,,*multimeter:201,main:channel_open,s,,,,,,,,,,,,,
